,Player,Rk,Tm,Age,Pos,G,GS,Intcpt,IntYds,IntTD,Lng,PD,FF,Fmb,FR,FumYds,FumTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year
3206,Robert Royal,1282.0,WAS,25,TE,20,15,0,0,0,0.0,1,0,1,2,0,0,0.0,0,0,0,0,0,0,2004
3207,Robert Thomas,395.4,GNB,25,RLB,67,48,1,24,0,4.8,8,1,0,1,0,0,2.0,207,169,38,19,0,0,2005
3208,Robert Turbin,1119.5,2TM,26,RB,58,3,0,0,0,0.0,0,0,2,2,0,0,0.0,5,4,1,0,0,0,2015
3209,Robert Windsor,993.0,IND,23,DT,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2020
3210,Robert Woods,997.67,BUF,23,WR,44,38,0,0,0,0.0,0,0,3,0,0,0,0.0,8,6,2,0,0,0,2015
3211,Roberto Aguayo,990.0,TAM,22,K,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2016
3212,Roberto Garza,1162.0,ATL,25,LG,16,15,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2004
3213,Roc Carmichael,582.0,PHI,25,DB,19,2,0,0,0,0.0,5,0,0,0,0,0,0.0,25,22,3,0,0,0,2013
3214,Rock Cartwright,817.75,WAS,26,FB,60,3,0,0,0,0.0,0,0,4,1,0,0,0.0,23,20,3,0,0,0,2005
3215,Rock Ya-Sin,208.0,LVR,26,CB,52,38,2,0,0,0.0,27,2,0,2,13,0,0.0,183,154,29,2,1,0,2022
3216,Rocky Bernard,382.5,SEA,26,RDT,58,10,0,0,0,0.0,11,1,0,3,5,0,18.0,156,114,42,31,0,0,2005
3217,Rocky Boiman,535.5,TEN,25,LB,54,10,2,70,1,15.0,3,1,0,0,0,0,1.5,114,69,45,7,0,1,2005
3218,Rocky Calmus,459.67,TEN,25,LB,27,12,2,26,0,5.0,2,0,0,1,0,0,1.0,89,68,21,8,0,0,2004
3219,Rocky McIntosh,167.0,WAS,27,RLB,62,46,3,27,0,4.5,14,7,1,1,0,0,5.0,298,218,80,12,15,0,2009
3220,Rod Davis,645.67,2TM,25,LB,40,1,0,0,0,0.0,0,1,0,1,0,0,0.0,43,33,10,0,0,0,2006
3221,Rod Gardner,1156.5,WAS,26,WR,32,31,0,0,0,0.0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,2003
3222,Rod Wilson,592.5,CHI,26,DB,28,0,0,0,0,0.0,0,1,0,0,0,0,0.0,34,28,6,1,0,0,2007
3223,Roddrick Muckelroy,1037.5,CIN,26,LB,19,0,0,0,0,0.0,0,2,0,0,0,0,0.0,11,4,7,0,0,0,2012
3224,Roddy White,979.0,ATL,24,WR,16,8,0,0,0,0.0,0,0,1,0,0,0,0.0,3,2,1,0,0,0,2005
3225,Roderick Babers,896.5,DET,24,DB,7,0,0,0,0,0.0,0,0,0,0,0,0,0.0,10,8,2,0,0,0,2004
3226,Roderick Green,784.0,SFO,25,LB,41,0,0,0,0,0.0,0,0,0,1,0,0,8.5,32,23,9,8,9,0,2007
3227,Rodger Saffold,1255.0,STL,24,LT,10,10,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2012
3228,Rodney Bailey,573.0,PIT,24,DE,48,1,0,0,0,0.0,3,0,0,1,0,0,9.5,66,42,24,16,0,0,2003
3229,Rodney Gunter,508.25,ARI,26,RDT,64,25,0,0,0,0.0,1,2,0,1,0,0,8.0,95,66,29,17,19,0,2018
3230,Rodney Leisle,879.5,NOR,25,DT,16,1,0,0,0,0.0,0,0,0,1,0,0,0.0,17,9,8,2,1,0,2006
3231,Rodregis Brooks,822.0,IND,23,DB,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,2001
3232,Rodrique Wright,365.0,MIA,23,RDT,13,9,0,0,0,0.0,1,0,0,1,0,0,1.5,38,28,10,2,3,0,2007
3233,Roger Knight,637.0,NOR,26,LB,48,2,0,0,0,0.0,0,1,0,1,0,0,0.0,64,53,11,2,0,0,2004
3234,Rogers Beckett,164.0,CIN,26,SS,64,38,4,26,0,6.5,14,4,0,1,1,0,4.0,271,216,55,7,0,0,2003
3235,Rolando McClain,110.33,OAK,23,MLB,41,38,1,10,0,3.33,20,1,0,0,0,0,6.5,246,173,73,17,13,1,2012
3236,Roman Harper,125.25,NOR,27,SS,52,52,3,58,1,7.75,25,6,0,0,0,0,6.5,309,267,42,20,13,0,2009
3237,Ron Bartell,218.25,STL,26,LCB,58,35,8,102,1,17.75,41,5,0,2,7,0,2.0,198,184,14,11,4,0,2008
3238,Ron Brace,801.5,NWE,26,DT,39,7,0,0,0,0.0,0,1,0,0,0,0,0.0,39,24,15,4,0,0,2012
3239,Ron Brooks,499.25,BUF,27,DB,47,3,0,0,0,0.0,7,0,0,0,0,0,0.0,76,67,9,4,8,0,2015
3240,Ron Dayne,1101.0,NYG,23,RB,16,7,0,0,0,0.0,0,0,2,2,-17,0,0.0,0,0,0,0,0,0,2001
3241,Ron Dixon,939.67,NYG,26,WR,37,3,0,0,0,0.0,0,0,3,1,3,0,0.0,5,5,0,0,0,0,2002
3242,Ron Dugans,580.5,CIN,25,WR,32,8,0,0,0,0.0,0,0,0,1,0,0,0.0,32,26,6,0,0,0,2002
3243,Ron Edwards,619.25,BUF,25,DT,44,21,0,0,0,0.0,1,3,0,1,0,1,7.0,78,50,28,8,0,0,2004
3244,Ron Johnson,945.0,BAL,23,WR,22,4,0,0,0,0.0,0,0,0,1,0,0,0.0,4,4,0,0,0,0,2003
3245,Ronald Blair,516.0,SFO,26,DE,47,2,0,0,0,0.0,0,1,0,1,0,0,13.5,88,59,29,22,27,0,2019
3246,Ronald Curry,529.0,OAK,25,WR,28,5,0,0,0,0.0,0,0,2,1,-12,0,0.0,35,33,2,0,0,0,2004
3247,Ronald Darby,153.5,PHI,24,RCB,46,45,6,106,0,20.0,54,0,0,0,0,0,0.0,214,190,24,5,1,0,2018
3248,Ronald Fields,577.5,SFO,27,DT,49,9,0,0,0,0.0,1,1,0,0,0,0,1.0,88,60,28,5,3,0,2008
3249,Ronald Flemons,1086.5,MIA,25,DE,5,0,0,0,0,0.0,0,0,0,0,0,0,0.5,2,1,1,0,0,0,2004
3250,Ronald Jones II,1046.0,TAM,21,RB,9,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2018
3251,Ronald Powell,1087.0,NOR,23,LB,14,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2014
3252,Rondell Mealey,713.0,GNB,24,RB,11,0,0,0,0,0.0,0,0,0,1,27,1,0.0,9,7,2,0,0,0,2001
3253,Ronnell Lewis,933.0,DET,22,LB,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2012
3254,Ronnie Brown,1140.0,MIA,24,RB,15,14,0,0,0,0.0,0,0,4,2,0,0,0.0,0,0,0,0,0,0,2005
3255,Ronnie Harrison,258.75,CLE,24,SS,51,40,5,127,1,24.0,22,0,0,2,0,0,5.0,199,132,67,9,4,0,2021
3256,Ronnie Hillman,1192.0,DEN,24,RB,16,10,0,0,0,0.0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,2015
3257,Roosevelt Williams,589.0,CLE,25,DB,20,5,0,0,0,0.0,3,0,0,2,47,0,0.0,34,27,7,0,0,0,2003
3258,Roquan Smith,15.0,CHI,24,RILB,61,59,5,91,1,21.5,17,1,1,1,0,0,14.0,524,348,176,43,17,0,2021
3259,Roscoe Parrish,1251.67,BUF,26,WR,39,5,0,0,0,0.0,0,0,5,4,0,0,0.0,0,0,0,0,0,0,2008
3260,Ross Blacklock,696.67,MIN,24,DL,40,3,0,0,0,0.0,2,1,0,0,0,0,3.0,38,26,12,5,9,0,2022
3261,Ross Cockrell,405.75,NYG,26,LCB,54,32,5,63,0,9.5,36,1,0,2,0,0,0.0,157,119,38,5,1,0,2017
3262,Ross Kolodziej,667.0,ARI,26,DT,22,5,0,0,0,0.0,0,0,0,0,0,0,1.0,20,19,1,1,0,0,2004
3263,Roy Hall,941.0,IND,25,WR,7,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,2008
3264,Roy Helu,1055.0,WAS,26,RB,45,5,0,0,0,0.0,0,0,6,4,0,0,0.0,4,3,1,0,0,0,2014
3265,Roy Miller,402.5,TAM,25,RDT,62,34,0,0,0,0.0,2,0,0,0,0,0,3.0,141,95,46,9,8,0,2012
3266,Roy Williams,317.8,DAL,27,SS,155,149,24,412,4,31.9,78,13,2,9,0,0,9.0,686,560,126,27,2,0,2007
3267,Royce Freeman,1046.0,2TM,25,RB,47,0,0,0,0,0.0,0,0,0,2,0,0,0.0,4,4,0,0,0,0,2021
3268,Rudy Ford,706.5,PHI,26,DB,41,2,0,0,0,0.0,0,0,0,0,0,0,0.0,35,28,7,1,0,0,2020
3269,Rueben Randle,1250.0,NYG,22,WR,32,4,0,0,0,0.0,0,0,4,2,0,0,0.0,0,0,0,0,0,0,2013
3270,Rufus Johnson,1044.0,NWE,25,DE,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2015
3271,Russell Bodine,1147.0,CIN,25,C,16,16,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2017
3272,Russell Gage,943.0,ATL,25,WR,45,13,0,0,0,0.0,0,0,3,0,0,0,0.0,10,9,1,0,0,0,2021
3273,Russell Wilson,1307.25,SEA,27,QB,64,64,0,0,0,0.0,0,0,34,16,-20,0,0.0,0,0,0,0,0,0,2015
3274,Ryan Anderson,554.5,WAS,26,LB,52,4,0,0,0,0.0,1,5,0,2,0,0,6.0,86,55,31,7,15,0,2020
3275,Ryan Carrethers,647.33,SDG,25,DT,24,3,0,0,0,0.0,0,0,0,0,0,0,0.0,41,29,12,2,2,0,2016
3276,Ryan Connelly,864.0,MIN,27,LB,31,3,2,18,0,3.25,2,0,0,0,0,0,1.0,30,19,11,2,1,0,2022
3277,Ryan Cook,1156.0,MIN,25,RT,16,14,0,0,0,0.0,0,0,0,2,2,0,0.0,0,0,0,0,0,0,2008
3278,Ryan D'Imperio,703.0,MIN,24,LB,12,1,0,0,0,0.0,0,0,0,2,0,0,0.0,8,7,1,0,0,0,2011
3279,Ryan Denney,508.5,BUF,28,DE,56,18,0,0,0,0.0,8,2,0,1,0,0,10.5,132,76,56,14,0,0,2005
3280,Ryan Diem,877.0,IND,25,RT,16,16,0,0,0,0.0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,2004
3281,Ryan Finley,1183.0,CIN,25,QB,3,3,0,0,0,0.0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,2019
3282,Ryan Fitzpatrick,1172.5,CIN,26,QB,17,15,0,0,0,0.0,0,0,14,9,-15,0,0.0,0,0,0,0,0,0,2008
3283,Ryan Glasgow,817.75,NOR,27,DT,26,3,0,0,0,0.0,0,0,0,1,0,0,0.0,44,21,23,4,3,0,2020
3284,Ryan Grant,1033.5,WAS,26,WR,32,6,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2016
3285,Ryan Griffin,943.0,HOU,24,TE,31,10,0,0,0,0.0,0,0,0,1,0,0,0.0,5,4,1,0,0,0,2014
3286,Ryan Hannam,946.67,SEA,25,TE,47,5,0,0,0,0.0,0,0,0,0,0,0,0.0,8,7,1,0,0,0,2005
3287,Ryan Harris,1241.0,DEN,25,RT,11,10,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2010
3288,Ryan Kalil,1224.0,CAR,23,C,12,12,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2008
3289,Ryan Kerrigan,159.0,WAS,26,LOLB,64,64,2,37,2,9.25,16,15,0,2,0,0,38.0,248,182,66,52,54,0,2014
3290,Ryan Krause,891.0,GNB,26,TE,9,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,2007
3291,Ryan LaCasse,760.0,IND,23,LB,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,10,6,4,0,0,0,2006
3292,Ryan Lindley,1219.5,ARI,25,QB,9,6,0,0,0,0.0,0,0,4,2,-10,0,0.0,0,0,0,0,0,0,2014
3293,Ryan Mathews,1250.33,SDG,26,RB,42,37,0,0,0,0.0,0,0,12,3,0,0,0.0,0,0,0,0,0,0,2013
3294,Ryan McBean,560.5,DEN,26,DT,30,18,0,0,0,0.0,0,0,0,1,1,0,0.0,43,30,13,2,3,0,2010
3295,Ryan Moats,932.67,HOU,26,RB,24,1,0,0,0,0.0,0,1,3,3,0,0,0.0,12,8,4,0,0,0,2008
3296,Ryan Mouton,482.0,TEN,26,DB,36,4,0,0,0,0.0,3,1,4,2,0,0,0.0,78,60,18,3,0,0,2012
3297,Ryan Mundy,451.0,PIT,26,DB,48,2,1,5,0,1.67,6,2,0,1,0,0,0.0,92,61,31,1,0,0,2011
3298,Ryan Murphy,1084.0,NYG,25,DB,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2017
3299,Ryan Nassib,1255.0,NYG,24,QB,4,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2014
3300,Ryan O'Callaghan,1246.5,KAN,26,RT,25,18,0,0,0,0.0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,2009
3301,Ryan Pickett,339.0,STL,25,LDT,59,43,0,0,0,0.0,9,1,0,0,0,0,4.0,179,130,49,20,0,0,2004
3302,Ryan Plackemeier,1076.0,SEA,23,P,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2007
3303,Ryan Pontbriand,972.5,CLE,27,LS,59,0,0,0,0,0.0,0,0,0,0,0,0,0.0,11,8,3,0,0,0,2006
3304,Ryan Riddle,890.5,NYJ,25,DE,17,0,0,0,0,0.0,0,0,0,0,0,0,0.0,9,7,2,0,0,0,2006
3305,Ryan Russell,694.0,TAM,25,DE,22,7,0,0,0,0.0,0,0,0,0,0,0,3.0,21,17,4,3,9,0,2017
3306,Ryan Shazier,149.25,PIT,25,LILB,46,41,7,2,0,0.5,25,7,0,3,5,0,7.0,299,202,97,24,18,0,2017
3307,Ryan Sims,599.75,KAN,25,LDT,43,36,1,8,0,2.0,2,1,0,1,0,0,5.0,69,62,7,14,0,0,2005
3308,Ryan Smith,530.25,TAM,26,DB,57,16,1,0,0,0.0,12,4,0,2,3,0,0.0,113,94,19,1,0,0,2019
3309,Ryan Succop,1029.25,KAN,26,K,64,0,0,0,0,0.0,0,0,0,0,0,0,0.0,7,7,0,0,0,0,2012
3310,Ryan Switzer,1307.0,PIT,25,WR,25,1,0,0,0,0.0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,2019
3311,Ryan Tannehill,1287.5,MIA,27,QB,64,64,0,0,0,0.0,0,0,37,13,-32,0,0.0,0,0,0,0,0,0,2015
3312,Ryan Taylor,865.75,2TM,27,0,58,2,0,0,0,0.0,0,0,1,1,0,0,0.0,19,15,4,0,0,0,2014
3313,Ryan Torain,1299.0,WAS,25,RB,8,4,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2011
3314,Ryan Whalen,1101.5,CIN,24,WR,13,0,0,0,0,0.0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,2013
3315,Ryne Robinson,1081.0,CAR,23,WR,16,0,0,0,0,0.0,0,0,2,0,0,0,0.0,1,1,0,0,0,0,2007
3316,Ryon Bingham,718.67,SDG,26,DT,33,2,0,0,0,0.0,0,0,0,0,0,0,3.0,55,32,23,3,7,0,2007
3317,Ryquell Armstead,993.0,JAX,23,RB,16,1,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2019
3318,Sabby Piscitelli,419.5,2TM,27,S,50,20,5,144,0,29.75,14,2,0,1,72,0,0.0,156,132,24,3,2,0,2010
3319,Saleem Rasheed,679.75,SFO,24,LB,45,4,0,0,0,0.0,3,2,0,1,0,0,1.0,58,41,17,3,0,0,2005
3320,Sam Acho,398.75,ARI,26,DE,51,32,3,5,0,1.25,8,7,0,2,1,0,13.0,126,98,28,16,19,0,2014
3321,Sam Aiken,796.75,BUF,26,WR,52,2,0,0,0,0.0,0,0,0,2,0,0,0.0,30,23,7,0,0,0,2006
3322,Sam Baker,1073.0,ATL,26,LT,26,20,0,0,0,0.0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,2011
3323,Sam Barrington,765.0,2TM,26,LB,29,8,0,0,0,0.0,1,0,0,0,0,0,1.0,58,44,14,3,4,0,2016
3324,Sam Bradford,1144.0,STL,26,QB,49,49,0,0,0,0.0,0,0,27,9,-29,0,0.0,0,0,0,0,0,0,2013
3325,Sam Brandon,485.5,DEN,26,DB,55,12,1,0,0,0.0,13,1,0,2,0,0,0.0,117,85,32,2,0,0,2005
3326,Sam Darnold,1260.67,CAR,24,QB,38,37,0,0,0,0.0,0,0,25,8,-22,0,0.0,0,0,0,0,0,0,2021
3327,Sam Hubbard,237.5,CIN,26,LDE,60,44,0,0,0,0.0,11,4,0,3,62,1,24.0,239,139,100,34,50,0,2021
3328,Sam Koch,950.0,BAL,26,P,48,0,0,0,0,0.0,0,0,0,0,0,0,0.0,6,6,0,0,0,0,2008
3329,Sam Martin,1051.0,DET,25,P,32,0,0,0,0,0.0,0,0,2,1,-9,0,0.0,3,2,1,0,0,0,2015
3330,Sam Simmons,1079.0,MIA,24,WR,11,0,0,0,0,0.0,1,0,0,0,0,0,0.0,2,1,1,0,0,0,2003
3331,Sam Williams,368.0,OAK,26,LLB,24,16,0,0,0,0.0,4,0,0,1,30,1,1.0,71,60,11,6,2,0,2006
3332,Samaje Perine,1039.67,CIN,25,RB,39,9,0,0,0,0.0,0,0,2,1,0,0,0.0,7,5,2,0,0,0,2020
3333,Samie Parker,1248.0,KAN,26,WR,15,7,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2007
3334,Sammie Coates,886.67,HOU,25,WR,38,6,0,0,0,0.0,0,0,0,0,0,0,0.0,15,8,7,0,0,0,2018
3335,Sammie Lee Hill,574.25,DET,26,DT,59,18,0,0,0,0.0,3,1,0,4,0,0,4.0,87,52,35,0,0,0,2012
3336,Sammie Stroughter,1142.0,TAM,25,WR,31,4,0,0,0,0.0,0,0,2,0,0,0,0.0,6,3,3,0,0,0,2011
3337,Sammy Davis,347.5,SFO,26,DB,57,31,3,52,0,11.25,30,1,0,0,0,0,1.0,154,125,29,3,0,0,2006
3338,Sammy Morris,684.67,BUF,25,RB,44,9,0,0,0,0.0,0,0,3,2,0,0,0.0,33,25,8,0,0,0,2002
3339,Samson Ebukam,357.25,LAR,25,LOLB,64,35,1,25,1,6.25,6,6,0,4,11,1,14.0,150,95,55,16,28,0,2020
3340,Samson Satele,1285.0,MIA,24,C,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2008
3341,Sanders Commings,983.0,KAN,23,DB,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2013
3342,Santana Moss,1219.67,NYJ,25,WR,46,29,0,0,0,0.0,0,0,8,7,0,0,0.0,0,0,0,0,0,0,2004
3343,Santonio Holmes,1191.5,PIT,24,WR,31,19,0,0,0,0.0,0,0,9,3,0,0,0.0,0,0,0,0,0,0,2008
3344,Saquan Hampton,1041.0,NOR,24,DB,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,2019
3345,Saquon Barkley,1128.0,NYG,22,RB,13,13,0,0,0,0.0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,2019
3346,Scooby Wright III,1062.5,ARI,23,LB,13,0,0,0,0,0.0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,2017
3347,Scott Chandler,818.0,2TM,25,TE,13,1,0,0,0,0.0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,2010
3348,Scott Crichton,831.0,MIN,24,DE,21,0,0,0,0,0.0,0,0,0,0,0,0,0.0,10,8,2,1,1,0,2015
3349,Scott Fujita,92.25,DAL,26,LOLB,64,49,1,8,0,2.0,8,4,0,1,0,0,11.5,326,270,56,20,0,0,2005
3350,Scott McKillop,577.0,SFO,23,LB,16,0,0,0,0,0.0,0,0,0,1,0,1,0.0,19,15,4,0,0,0,2009
3351,Scott Miller,1165.5,TAM,25,WR,24,1,0,0,0,0.0,0,0,0,1,0,0,0.0,3,3,0,0,0,0,2022
3352,Scott Shanle,390.75,NOR,27,RLB,52,26,0,0,0,0.0,4,1,0,0,0,0,5.5,194,146,48,8,5,0,2006
3353,Scott Solomon,940.0,CLE,27,DE,23,0,0,0,0,0.0,0,2,0,1,0,0,2.0,21,12,9,2,4,0,2015
3354,Scott Starks,531.33,JAX,24,DB,48,1,2,62,1,20.67,6,2,0,0,0,0,0.0,66,53,13,2,0,0,2007
3355,Scott Wells,1298.0,GNB,24,LG,16,10,0,0,0,0.0,0,0,1,2,-20,0,0.0,0,0,0,0,0,0,2005
3356,Sean Brewer,979.0,CIN,25,TE,3,2,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2002
3357,Sean Considine,449.75,PHI,26,DB,46,17,2,12,0,3.0,8,1,0,2,0,0,1.5,156,112,44,4,4,0,2008
3358,Sean Davis,231.25,PIT,26,DB,48,41,5,103,0,17.0,20,1,0,1,0,0,2.5,247,190,57,11,7,0,2019
3359,Sean Jones,228.33,CLE,25,SS,48,32,10,83,0,15.0,26,1,0,2,8,0,1.0,230,156,74,6,11,0,2007
3360,Sean Lee,171.25,DAL,27,MLB,46,32,11,305,2,35.5,18,2,0,3,10,0,0.0,292,201,91,19,5,0,2013
3361,Sean Lissemore,594.0,SDG,26,DE,43,8,1,0,1,0.0,1,0,0,0,0,0,5.5,90,54,36,8,11,0,2013
3362,Sean Locklear,1215.0,SEA,26,RT,32,32,0,0,0,0.0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,2007
3363,Sean Mahan,1215.0,TAM,25,RG,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2005
3364,Sean McHugh,949.0,DET,23,FB,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2005
3365,Sean Murphy-Bunting,257.5,TAM,25,CB,53,36,6,121,1,25.75,21,4,0,1,3,0,1.0,188,139,49,6,1,0,2022
3366,Sean Ryan,1254.0,DAL,24,TE,6,1,0,0,0,0.0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,2004
3367,Sean Smith,192.75,MIA,25,LCB,63,56,5,56,0,14.0,39,3,0,1,0,0,0.0,211,180,31,1,0,0,2012
3368,Sean Spence,291.0,PIT,25,LB,31,13,0,0,0,0.0,0,1,0,1,0,0,2.0,90,63,27,7,3,0,2015
3369,Sean Taylor,132.0,WAS,24,FS,55,53,12,242,0,37.5,43,8,1,1,39,1,2.0,305,243,62,6,2,0,2007
3370,Sean Tufts,697.0,CAR,23,LB,12,0,0,0,0,0.0,0,0,0,1,0,0,0.0,11,9,2,0,0,0,2005
3371,Sean Weatherspoon,180.0,ATL,26,LLB,47,41,2,77,1,19.25,15,1,0,2,0,0,8.0,291,213,78,22,15,0,2013
3372,Seantrel Henderson,1202.0,BUF,22,RT,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2014
3373,Sebastian Janikowski,917.25,OAK,25,K,61,0,0,0,0,0.0,0,0,0,0,0,0,0.0,8,8,0,0,0,0,2003
3374,Sebastian Joseph-Day,311.33,LAR,26,RDT,39,38,0,0,0,0.0,4,1,0,0,0,0,6.0,137,83,54,9,14,0,2021
3375,Sedrick Ellis,452.75,NOR,26,RDE,54,54,0,0,0,0.0,12,2,1,1,7,0,12.5,138,86,52,15,25,0,2011
3376,Sedrick Hodge,353.25,NOR,26,LLB,50,31,0,0,0,0.0,10,0,0,1,0,0,1.0,160,128,32,6,0,0,2004
3377,Sekou Sanyika,529.0,ARI,23,LB,32,1,0,0,0,0.0,0,0,0,1,0,0,1.0,41,31,10,1,0,0,2001
3378,Sen'Derrick Marks,528.5,TEN,25,LDT,51,26,1,-6,0,-1.5,8,3,0,0,0,0,3.0,99,66,33,8,17,0,2012
3379,Seneca Wallace,1296.5,SEA,26,QB,15,4,0,0,0,0.0,0,0,7,2,-6,0,0.0,0,0,0,0,0,0,2006
3380,Sergio Kindle,1034.0,BAL,25,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,2012
3381,Seth Devalve,912.33,CLE,25,TE,41,10,0,0,0,0.0,0,0,1,0,0,0,0.0,9,7,2,0,0,0,2018
3382,Seth McKinney,1224.0,MIA,25,C,16,16,0,0,0,0.0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,2004
3383,Seth Wand,1292.0,HOU,25,LT,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2004
3384,Shad Meier,1092.5,TEN,26,TE,29,12,0,0,0,0.0,0,0,2,1,0,0,0.0,3,2,1,0,0,0,2004
3385,Shalom Luani,822.67,LAC,25,DB,31,1,0,0,0,0.0,2,0,0,0,0,0,0.0,28,21,7,1,1,0,2019
3386,Shamar Stephen,669.75,MIN,26,DT,52,20,0,0,0,0.0,0,0,0,2,0,0,1.0,93,41,52,1,6,0,2017
3387,Shamarko Thomas,637.0,PIT,25,DB,48,2,0,0,0,0.0,0,1,0,1,0,0,0.0,53,44,9,2,3,0,2016
3388,Shane Lechler,903.67,OAK,27,P,46,0,0,0,0,0.0,0,0,1,1,0,0,0.0,7,7,0,0,0,0,2003
3389,Shane Olivea,1276.0,SDG,24,RT,31,31,0,0,0,0.0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,2005
3390,Shane Ray,537.5,DEN,25,DE,49,15,0,0,0,0.0,2,2,0,2,18,1,14.0,94,64,30,15,33,0,2018
3391,Shane Vereen,1198.0,NWE,23,RB,18,1,0,0,0,0.0,0,0,1,0,0,0,0.0,2,1,1,0,0,0,2012
3392,Shane Walton,981.0,STL,24,DB,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2003
3393,Shann Schillinger,747.5,ATL,25,DB,31,0,0,0,0,0.0,0,0,0,0,0,0,0.0,19,13,6,0,0,0,2011
3394,Shannon Taylor,729.0,JAX,28,LB,40,2,0,0,0,0.0,0,0,0,1,0,0,1.0,45,37,8,5,0,0,2003
3395,Shaq Lawson,506.25,BUF,25,DE,50,17,0,0,0,0.0,10,5,0,0,0,0,16.5,108,63,45,25,38,0,2019
3396,Shaq Mason,1240.0,NWE,24,RG,16,16,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2017
3397,Shaq Thompson,201.0,CAR,24,LLB,56,47,1,12,0,3.0,9,2,0,2,9,1,6.5,247,163,84,18,16,0,2018
3398,Shaquem Griffin,742.33,SEA,25,LB,46,1,0,0,0,0.0,1,0,0,0,0,0,1.0,25,17,8,1,6,0,2020
3399,Shaquill Griffin,115.5,SEA,25,LCB,57,53,6,28,0,6.0,48,0,0,0,0,0,1.0,249,203,46,9,1,0,2020
3400,Shaquille Leonard,16.25,IND,26,LLB,58,58,11,142,1,28.75,30,17,3,7,34,0,15.0,538,343,195,30,20,0,2021
3401,Shaquille Quarterman,673.33,JAX,25,LB,46,0,0,0,0,0.0,0,1,0,0,0,0,0.0,52,28,24,1,0,0,2022
3402,Shareece Wright,385.75,SDG,27,RCB,44,27,1,41,0,10.25,20,1,0,0,0,0,0.0,137,129,8,4,0,0,2014
3403,Sharrif Floyd,454.67,MIN,23,LDT,43,24,0,0,0,0.0,4,1,1,0,0,0,9.5,95,57,38,13,22,0,2015
