,Player,Rk,Tm,Age,Pos,G,GS,Intcpt,IntYds,IntTD,Lng,PD,FF,Fmb,FR,FumYds,FumTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year
959,Darnell Bing,980.0,DET,25,DB,5,0,0,0,0,0.0,0,0,0,1,0,0,0.0,5,4,1,0,0,0,2009
960,Darnell Dockett,298.75,ARI,26,RDT,64,63,3,33,0,8.25,9,5,0,5,1,0,15.0,189,141,48,33,26,0,2007
961,Darnell Mooney,1066.0,CHI,25,WR,45,35,0,0,0,0.0,0,0,1,1,0,0,0.0,6,6,0,0,0,0,2022
962,Darnell Sanders,1259.0,CLE,24,TE,16,12,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2003
963,Darnell Savage Jr.,136.0,GNB,25,S,62,59,9,125,1,28.0,31,2,0,2,2,0,1.0,251,189,62,8,3,0,2022
964,Daron Payne,260.25,WAS,24,RDT,64,58,1,0,0,0.0,9,4,0,3,15,0,14.5,227,129,98,22,35,0,2021
965,Darqueze Dennard,350.75,CIN,26,DB,55,10,3,119,1,24.75,11,1,0,0,0,0,3.0,169,121,48,3,3,0,2017
966,Darrell Henderson,1203.0,LAR,25,RB,10,7,0,0,0,0.0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,2022
967,Darrell Hill,747.67,TEN,25,WR,33,0,0,0,0,0.0,0,0,0,1,0,0,0.0,25,20,5,0,0,0,2004
968,Darrell Jackson,1089.0,SEA,22,WR,16,9,0,0,0,0.0,0,0,2,1,18,0,0.0,0,0,0,0,0,0,2000
969,Darrell McClover,747.33,CHI,26,LB,28,0,0,0,0,0.0,0,1,0,0,0,0,0.0,26,23,3,0,0,0,2007
970,Darrell Shropshire,634.5,ATL,23,DT,23,1,0,0,0,0.0,6,0,0,0,0,0,3.0,35,23,12,3,3,0,2006
971,Darrell Stuckey,592.67,SDG,26,DB,42,0,0,0,0,0.0,1,2,0,3,7,0,0.0,45,35,10,0,0,0,2013
972,Darrell Taylor,354.5,SEA,25,LB,32,8,0,0,0,0.0,2,5,0,1,21,0,16.0,63,50,13,15,26,0,2022
973,Darrelle Revis,197.75,NYJ,25,LCB,61,61,14,179,2,29.5,74,1,0,5,10,0,1.0,232,194,38,2,3,0,2010
974,Darren Howard,299.75,NOR,27,RDE,56,56,2,83,0,20.75,18,6,1,3,2,0,30.0,183,135,48,41,0,0,2003
975,Darren McFadden,1239.0,OAK,24,RB,20,12,0,0,0,0.0,0,0,4,3,0,0,0.0,0,0,0,0,0,0,2011
976,Darren Sproles,1288.0,SDG,25,RB,31,0,0,0,0,0.0,0,0,6,2,-2,0,0.0,0,0,0,0,0,0,2008
977,Darren Waller,917.0,OAK,26,WR,22,4,0,0,0,0.0,0,0,0,0,0,0,0.0,10,10,0,0,0,0,2018
978,Darrent Williams,96.5,DEN,24,RCB,27,23,6,145,2,55.5,19,2,5,4,12,0,1.0,140,125,15,5,0,0,2006
979,Darrick Vaughn,462.33,HOU,25,DB,48,0,1,0,0,0.0,5,0,4,3,0,0,0.0,79,63,16,3,0,0,2003
980,Darrion Scott,595.5,MIN,26,DE,48,28,0,0,0,0.0,6,1,0,3,1,0,9.5,128,77,51,10,6,0,2007
981,Darrius Heyward-Bey,1189.0,OAK,25,WR,15,14,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2012
982,Darron Lee,183.5,KAN,25,LB,56,38,3,82,1,9.0,11,2,0,0,0,0,4.0,272,177,95,17,11,0,2019
983,Darryl Blackstock,556.0,CIN,25,LB,58,6,0,0,0,0.0,1,2,0,2,34,0,4.0,79,60,19,4,6,0,2008
984,Darryl Johnson,928.0,SEA,25,LB,38,1,0,0,0,0.0,0,0,0,0,0,0,2.0,34,23,11,6,5,0,2022
985,Darryl Roberts,277.0,NYJ,28,LCB/FS,43,16,2,3,0,1.0,21,0,1,0,0,0,0.0,109,97,12,3,0,0,2018
986,Darryl Sharpton,399.5,HOU,25,LILB,42,19,1,-2,0,-0.5,2,2,0,1,0,0,1.0,161,107,54,6,7,0,2013
987,Darryl Tapp,270.75,SEA,25,RDE,64,32,2,21,1,5.25,12,8,0,4,9,0,18.0,189,152,37,29,55,0,2009
988,Darrynton Evans,1116.0,CHI,24,RB,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2022
989,Darwin Thompson,1046.5,KAN,23,RB,26,1,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,2020
990,Darwin Walker,473.33,PHI,26,RDT,42,32,0,0,0,0.0,7,2,0,3,2,0,14.5,91,76,15,21,0,0,2003
991,Daryl Jones,1175.0,NYG,23,WR,13,6,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2002
992,Daryl Richardson,1256.0,STL,23,RB,8,3,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2013
993,Daryl Smith,115.5,JAX,25,MLB,62,60,3,4,0,1.0,17,1,0,3,77,1,10.5,294,241,53,30,7,1,2007
994,Daryl Washington,43.0,ARI,27,LILB,59,53,6,111,0,25.75,24,3,1,2,3,0,18.0,394,329,65,46,33,0,2013
995,Daryl Worley,147.5,OAK,24,LCB,56,49,5,38,0,9.5,34,0,0,1,6,0,2.0,243,194,49,10,2,0,2019
996,Daryn Colledge,1152.0,GNB,26,LG,16,16,0,0,0,0.0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,2008
997,Dashon Goldson,306.5,SFO,26,FS,51,34,5,78,1,18.25,15,4,0,1,0,0,3.0,210,168,42,3,3,0,2010
998,Datone Jones,552.0,GNB,26,DE,59,7,1,18,0,4.5,7,0,0,1,20,0,9.0,72,53,19,16,35,0,2016
999,Daurice Fountain,1182.0,KAN,26,WR,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2021
1000,Dave Ball,840.0,NYJ,25,DE,21,0,0,0,0,0.0,4,0,0,0,0,0,0.0,15,11,4,1,2,0,2006
1001,Dave Ragone,1247.0,HOU,24,QB,2,2,0,0,0,0.0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,2003
1002,Dave Rayner,940.5,2TM,25,K,27,0,0,0,0,0.0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,2007
1003,Dave Stachelski,1153.0,NOR,23,TE,4,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2000
1004,Dave Tollefson,719.67,NYG,27,DE,34,0,0,0,0,0.0,1,0,0,0,0,0,4.5,40,31,9,7,10,0,2009
1005,Dave Zastudil,1100.67,BAL,27,P,48,0,0,0,0,0.0,0,0,1,1,-2,0,0.0,3,3,0,0,0,0,2005
1006,Daven Holly,510.33,CLE,25,LCB,32,18,5,127,1,19.0,18,1,0,2,43,1,0.0,108,100,8,3,0,0,2007
1007,Davern Williams,914.0,NYG,24,DT,3,1,0,0,0,0.0,0,0,0,0,0,0,0.5,7,3,4,1,0,0,2004
1008,David Amerson,124.25,OAK,25,LCB,62,50,8,73,2,17.25,59,2,0,0,0,0,0.0,233,203,30,3,1,0,2016
1009,David Anderson,1008.0,HOU,25,WR,33,1,0,0,0,0.0,0,0,1,0,0,0,0.0,4,3,1,0,0,0,2008
1010,David Ausberry,738.5,OAK,25,WR,28,0,0,0,0,0.0,0,0,0,2,0,0,0.0,15,12,3,1,0,0,2012
1011,David Baas,1122.0,SFO,27,LG,16,9,0,0,0,0.0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,2008
1012,David Bakhtiari,987.0,GNB,23,LT,16,16,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2014
1013,David Barrett,215.25,ARI,26,RCB,62,39,6,95,0,17.5,29,5,0,2,21,0,0.0,235,194,41,4,0,0,2003
1014,David Bass,554.25,TEN,26,DE,49,9,2,32,1,8.0,5,1,0,2,0,0,5.5,85,54,31,10,10,0,2016
1015,David Bruton,559.25,DEN,25,DB,61,4,1,-2,0,-0.5,6,1,0,2,0,0,0.0,66,58,8,4,2,0,2012
1016,David Buehler,856.0,DAL,24,K,36,0,0,0,0,0.0,0,0,0,0,0,0,0.0,16,13,3,0,0,0,2011
1017,David Carr,1175.25,HOU,26,QB,60,59,0,0,0,0.0,0,0,52,23,-44,0,0.0,0,0,0,0,0,0,2005
1018,David Carter,805.0,DAL,26,DT,35,4,0,0,0,0.0,3,1,0,0,0,0,1.0,30,18,12,4,1,0,2013
1019,David Clowney,1009.0,NYJ,23,WR,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2008
1020,David Cobb,1145.0,TEN,22,RB,7,1,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2015
1021,David DeCastro,1151.0,PIT,22,G,4,3,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2012
1022,David Diehl,1151.5,NYG,25,LG,32,32,0,0,0,0.0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,2005
1023,David Edwards,1170.5,LAR,24,LG,33,27,0,0,0,0.0,0,0,0,2,0,0,0.0,1,1,0,0,0,0,2021
1024,David Garrard,1309.0,JAX,27,QB,7,5,0,0,0,0.0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,2005
1025,David Gettis,1046.0,CAR,23,WR,15,13,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2010
1026,David Gibson,522.75,TAM,26,DB,47,9,1,0,0,0.0,5,0,0,1,0,0,1.0,111,77,34,7,0,0,2003
1027,David Givens,896.0,NWE,23,WR,25,5,0,0,0,0.0,0,0,1,0,0,0,0.0,6,6,0,0,0,0,2003
1028,David Harris,62.0,NYJ,26,RILB,59,52,2,24,0,3.5,10,4,0,3,0,0,14.5,429,295,134,18,29,0,2010
1029,David Irons,735.5,ATL,26,DB,20,0,0,0,0,0.0,0,0,0,1,4,0,0.0,17,16,1,0,0,0,2008
1030,David Johnson,1128.67,ARI,27,RB,48,37,0,0,0,0.0,0,0,12,2,0,0,0.0,2,2,0,0,0,0,2018
1031,David Jones,571.75,JAX,25,LCB,49,12,1,0,0,0.0,10,1,0,1,12,0,0.0,90,76,14,0,0,0,2010
1032,David King,1056.5,2TM,26,DE,8,0,0,0,0,0.0,2,0,0,0,0,0,1.5,4,2,2,1,3,0,2015
1033,David Long,402.38,LAR,24,DB,102,36,5,10,0,1.25,21,2,0,0,0,0,0.0,307,204,103,15,5,0,2022
1034,David Macklin,250.75,IND,25,DB,64,37,7,80,0,19.0,37,2,1,1,0,0,0.5,195,165,30,6,0,0,2003
1035,David Martin,903.25,GNB,25,TE,47,9,0,0,0,0.0,0,0,0,1,0,0,0.0,14,11,3,0,0,0,2004
1036,David Mayo,635.75,CAR,25,LB,59,4,0,0,0,0.0,2,0,0,0,0,0,0.0,62,39,23,1,0,0,2018
1037,David McMillan,924.5,CLE,26,DE,25,0,0,0,0,0.0,0,0,0,1,0,0,0.0,8,5,3,0,0,0,2007
1038,David Montgomery,1529.0,CHI,25,RB,29,29,0,0,0,0.0,0,0,3,3,3,0,0.0,1,0,1,0,0,0,2022
1039,David Moore,1275.0,SEA,25,WR,32,13,0,0,0,0.0,0,1,3,3,0,0,0.0,0,0,0,0,0,0,2020
1040,David Morgan,1253.0,MIN,24,TE,15,6,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2017
1041,David Nugent,868.67,BAL,25,DE,24,1,0,0,0,0.0,0,0,0,0,0,0,0.0,14,9,5,1,0,0,2002
1042,David Onyemata,454.25,NOR,27,LDT,63,25,0,0,0,0.0,3,1,0,0,0,0,9.5,123,74,49,11,26,0,2019
1043,David Parry,727.5,MIN,26,NT,36,32,0,0,0,0.0,0,0,0,0,0,0,5.0,83,52,31,9,12,0,2018
1044,David Paulson,869.0,PIT,23,TE,16,5,0,0,0,0.0,0,0,1,0,0,0,0.0,4,3,1,0,0,0,2012
1045,David Pittman,691.0,BAL,24,DB,7,1,2,21,0,29.0,3,0,1,0,0,0,0.0,10,9,1,0,0,0,2007
1046,David Pollack,852.0,CIN,24,LB,16,6,0,0,0,0.0,1,0,0,1,6,0,4.5,29,22,7,6,0,0,2006
1047,David Pugh,1216.0,IND,23,DT,4,1,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2002
1048,David Reed,840.25,IND,26,WR,36,0,0,0,0,0.0,0,2,3,0,0,0,0.0,21,18,3,0,0,0,2013
1049,David Stewart,1280.67,TEN,26,RT,46,46,0,0,0,0.0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,2008
1050,David Terrell,518.6,OAK,29,DB,77,39,6,62,0,8.4,17,1,1,4,0,0,1.0,184,150,34,5,0,0,2004
1051,David Thomas,1080.0,NWE,23,TE,15,3,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2006
1052,David Thornton,113.75,IND,27,LLB,63,47,3,8,0,1.75,8,4,0,0,0,0,3.0,367,280,87,12,0,0,2005
1053,David Tyree,603.25,NYG,26,WR,61,5,0,0,0,0.0,0,0,1,1,0,0,0.0,60,53,7,1,0,0,2006
1054,David Veikune,931.0,DEN,25,DE,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,2010
1055,David Vobora,438.0,STL,24,LLB,34,16,0,0,0,0.0,2,1,0,0,0,0,2.0,98,75,23,6,3,0,2010
1056,David Young,798.0,NYJ,24,DB,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,5,5,0,0,0,0,2003
1057,Davion Taylor,532.0,PHI,23,RLB,21,7,0,0,0,0.0,0,2,0,0,0,0,0.0,51,31,20,1,0,0,2021
1058,Davon Godchaux,359.75,MIA,26,NT,52,42,0,0,0,0.0,2,1,0,0,0,0,3.0,179,100,79,12,16,0,2020
1059,Davon House,512.75,GNB,25,DB,40,14,2,11,0,2.75,25,1,0,0,0,0,2.0,98,84,14,3,2,0,2014
1060,Davontae Harris,649.75,2TM,26,DB,36,9,0,0,0,0.0,4,1,0,0,0,0,0.0,59,50,9,0,0,0,2021
1061,Dawan Landry,253.5,BAL,27,SS,50,48,9,190,2,21.25,25,1,0,0,0,0,4.0,252,194,58,12,5,0,2009
1062,Dawson Knox,1148.0,BUF,26,TE,30,29,0,0,0,0.0,0,1,0,0,0,0,0.0,4,3,1,0,0,0,2022
1063,Dawuane Smoot,592.25,JAX,25,LDE,56,7,0,0,0,0.0,0,2,0,1,0,0,11.5,66,50,16,14,32,0,2020
1064,De'Angelo Henderson,939.0,DEN,25,RB,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2017
1065,De'Anthony Thomas,1174.75,KAN,24,RB,50,6,0,0,0,0.0,0,0,3,3,0,0,0.0,5,3,2,0,0,0,2017
1066,De'Vondre Campbell,93.0,ATL,26,LLB,59,54,3,2,0,1.75,16,5,0,1,0,0,5.5,363,234,129,18,11,0,2019
1067,DeAndre Hopkins,1201.5,HOU,22,WR,32,32,0,0,0,0.0,0,1,3,2,0,0,0.0,0,0,0,0,0,0,2014
1068,DeAndre Houston-Carson,830.0,CHI,26,DB,48,0,0,0,0,0.0,0,2,0,1,0,0,0.0,28,21,7,0,1,0,2019
1069,DeAndre Levy,95.75,DET,25,RLB,57,50,5,52,1,10.5,13,2,1,5,0,0,1.0,348,241,107,26,8,0,2012
1070,DeAndre Washington,1136.33,OAK,26,RB,45,5,0,0,0,0.0,0,0,3,3,0,0,0.0,3,3,0,0,0,0,2019
1071,DeAngelo Hall,180.25,ATL,24,LCB,57,55,17,438,2,51.5,48,3,3,5,167,2,0.5,230,202,28,6,0,0,2007
1072,DeAngelo Smith,672.0,DET,23,DB,7,1,0,0,0,0.0,1,0,0,0,0,0,0.0,16,10,6,0,0,0,2009
1073,DeAngelo Tyson,747.33,BAL,25,DT,34,6,1,0,0,0.0,3,0,0,2,0,0,3.0,42,19,23,4,6,0,2014
1074,DeAngelo Williams,1284.0,CAR,23,RB,13,2,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2006
1075,DeForest Buckner,178.0,SFO,25,RDT,63,63,0,0,0,0.0,11,3,0,7,12,1,28.5,263,166,97,38,74,0,2019
1076,DeJon Gomes,466.0,DET,24,DB,46,8,1,49,0,16.33,6,0,0,1,13,0,0.0,84,55,29,3,6,0,2013
1077,DeJuan Groce,365.25,NOR,26,DB,54,20,3,7,0,1.75,17,2,5,1,0,0,0.0,125,116,9,7,0,0,2006
1078,DeLawrence Grant,577.33,OAK,25,LLB,38,27,0,0,0,0.0,1,0,0,1,0,0,6.0,64,43,21,11,0,0,2004
1079,DeMarco Murray,1244.25,DAL,26,RB,53,47,0,0,0,0.0,0,0,12,6,0,0,0.0,0,0,0,0,0,0,2014
1080,DeMarco Sampson,1103.0,ARI,26,WR,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2011
1081,DeMarcus Lawrence,476.0,DAL,25,LDE,48,32,0,0,0,0.0,1,6,0,2,0,0,23.5,133,84,49,33,44,1,2017
1082,DeMarcus Van Dyke,925.0,PIT,24,DB,25,4,1,2,0,0.67,4,0,0,1,0,0,0.0,17,14,3,1,0,0,2013
1083,DeMarcus Walker,716.0,DEN,26,DE,36,5,0,0,0,0.0,1,1,0,1,0,0,10.5,51,31,20,10,16,0,2020
1084,DeMarcus Ware,111.5,DAL,26,ROLB,64,64,1,41,1,10.25,12,18,0,2,69,1,53.5,299,235,64,71,74,0,2008
1085,DeMario Pressley,733.5,CAR,26,DT,8,0,0,0,0,0.0,1,0,0,0,0,0,0.0,20,18,2,3,0,0,2011
1086,DeMeco Ryans,11.5,HOU,24,MLB,32,32,1,16,0,8.0,11,3,0,4,47,0,4.5,268,212,56,18,13,0,2008
1087,DeSean Jackson,1176.67,PHI,25,WR,44,44,0,0,0,0.0,0,0,8,2,0,0,0.0,1,1,0,0,0,0,2011
1088,DeShaun Foster,1308.0,CAR,23,RB,14,2,0,0,0,0.0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,2003
1089,DeShawn Wynn,1207.33,2TM,27,RB,16,0,0,0,0,0.0,0,0,1,1,0,0,0.0,3,2,1,0,0,0,2010
1090,DeShon Elliott,417.33,BAL,24,FS,28,22,1,0,0,0.0,7,2,0,0,0,0,3.5,109,76,33,6,8,0,2021
1091,DeShone Kizer,1233.0,CLE,21,QB,15,15,0,0,0,0.0,0,0,9,2,-14,0,0.0,0,0,0,0,0,0,2017
1092,DeVier Posey,948.0,HOU,22,WR,11,0,0,0,0,0.0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,2012
1093,DeVonte Holloman,511.0,DAL,22,LB,9,2,0,0,0,0.0,0,0,0,1,0,0,2.0,26,14,12,2,2,0,2013
1094,Deadrin Senat,745.5,ATL,26,DT,20,2,0,0,0,0.0,0,0,0,1,0,0,0.0,34,17,17,2,3,0,2020
1095,Dean Lowry,454.25,GNB,25,LDE,63,35,1,7,0,1.75,9,1,0,3,62,1,7.0,131,78,53,15,16,0,2019
1096,Deandre Baker,489.0,KAN,24,DB,26,17,0,0,0,0.0,10,0,0,0,0,0,1.0,82,65,17,3,1,0,2021
1097,Deatrich Wise Jr.,441.75,NWE,26,LDE,62,18,0,0,0,0.0,1,1,0,1,0,1,14.0,131,78,53,15,56,0,2020
1098,Dede Westbrook,1313.0,JAX,26,WR,15,11,0,0,0,0.0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,2019
1099,Dee Brown,1015.0,CLE,26,RB,19,3,0,0,0,0.0,0,0,4,2,0,0,0.0,8,2,6,0,0,0,2004
1100,Dee Ford,541.0,KAN,26,ROLB,51,25,0,0,0,0.0,6,2,0,0,0,0,17.5,82,61,21,23,40,0,2017
1101,Dee Milliner,739.33,NYJ,24,DB,21,14,3,31,0,6.33,19,0,0,0,0,0,0.0,63,50,13,1,0,0,2015
1102,Dee Webb,548.0,JAX,22,DB,11,1,1,1,0,1.0,2,0,1,0,0,0,0.0,17,15,2,0,0,0,2006
1103,DeeJay Dallas,861.67,SEA,24,RB,44,2,0,0,0,0.0,0,2,2,2,47,0,0.0,20,12,8,0,0,0,2022
1104,Deebo Samuel,1310.33,SFO,26,WR,44,38,0,0,0,0.0,0,0,9,3,0,0,0.0,2,2,0,0,0,0,2022
1105,Deion Branch,1111.5,NWE,25,WR,22,16,0,0,0,0.0,0,0,2,2,-1,0,0.0,0,0,0,0,0,0,2004
1106,Deion Jones,77.0,ATL,25,MLB/RLB,53,51,9,295,4,49.75,32,2,0,1,5,0,2.0,409,268,141,23,6,0,2019
1107,Deiondre' Hall,769.5,PHI,24,DB,21,0,1,0,0,0.0,3,0,0,0,0,0,0.0,13,10,3,0,1,0,2018
1108,Deionte Thompson,842.0,ARI,25,S,44,6,0,0,0,0.0,3,0,0,0,0,0,0.0,54,37,17,0,2,0,2022
1109,Deiontrez Mount,994.5,DEN,24,LB,11,0,1,8,0,4.0,1,0,0,0,0,0,0.0,7,6,1,1,1,0,2017
1110,Deji Karim,1055.0,HOU,27,RB,18,0,0,0,0,0.0,0,0,4,1,0,0,0.0,2,2,0,0,0,0,2013
1111,Dekoda Watson,436.25,TAM,25,LB,60,6,1,0,0,0.0,4,2,0,4,7,1,3.0,106,88,18,8,8,0,2013
1112,Delanie Walker,787.67,SFO,25,FB,47,20,0,0,0,0.0,0,0,4,2,2,0,0.0,28,21,7,0,0,0,2009
1113,Delbert Cowsette,648.5,WAS,25,DT,32,0,0,0,0,0.0,0,0,0,0,0,0,2.0,25,19,6,4,0,0,2002
1114,Delone Carter,1144.5,IND,25,RB,26,3,0,0,0,0.0,0,0,4,0,0,0,0.0,2,0,2,0,0,0,2012
1115,Deltha O'Neal,330.25,DEN,26,RCB,61,36,15,191,2,19.0,39,1,12,4,6,0,0.0,177,152,25,3,0,0,2003
1116,Demarcus Faggins,501.5,HOU,26,LCB,39,13,3,47,1,10.75,22,0,0,0,0,0,0.0,113,98,15,0,0,0,2005
1117,Demarcus Robinson,960.0,KAN,24,WR,32,5,0,0,0,0.0,0,0,0,0,0,0,0.0,5,5,0,0,0,0,2018
1118,Demario Davis,108.25,NYJ,26,LILB,64,51,1,0,0,0.0,8,0,0,4,-4,0,6.5,348,230,118,18,19,0,2015
1119,Demaryius Thomas,1000.0,DEN,23,WR,10,2,0,0,0,0.0,0,0,3,1,0,0,0.0,3,2,1,0,0,0,2010
1120,Demetri Goodson,703.0,GNB,27,DB,26,3,0,0,0,0.0,2,0,0,0,0,0,0.0,30,22,8,0,1,0,2016
1121,Demetrin Veal,695.0,DEN,25,DE,34,1,0,0,0,0.0,2,1,0,1,0,0,2.5,60,40,20,8,6,1,2006
1122,Demetrius McCray,404.0,JAX,24,DB,46,16,0,0,0,0.0,6,0,0,1,0,0,0.0,86,72,14,1,0,0,2015
1123,Demorrio Williams,99.5,ATL,27,RLB,64,43,5,18,0,5.75,8,3,0,2,54,1,6.5,354,269,85,27,3,0,2007
1124,Denard Robinson,987.75,JAX,26,WR,55,13,0,0,0,0.0,0,0,8,3,0,0,0.0,10,8,2,0,0,0,2016
1125,Denarius Moore,1226.0,OAK,24,WR,15,15,0,0,0,0.0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,2012
1126,Dennis Daley,1176.0,TEN,26,OL,22,18,0,0,0,0.0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,2022
1127,Dennis Johnson,466.0,ARI,24,LDE,28,10,0,0,0,0.0,6,0,0,0,0,0,3.0,65,42,23,9,0,0,2003
1128,Dennis Kelly,1215.0,PHI,25,T,14,2,0,0,0,0.0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,2015
1129,Dennis Northcutt,1109.0,CLE,26,WR,54,21,0,0,0,0.0,0,0,8,3,0,0,0.0,2,2,0,0,0,0,2003
1130,Dennis Pitta,1108.0,BAL,26,TE,27,2,0,0,0,0.0,0,0,0,1,0,0,0.0,3,2,1,0,0,0,2011
1131,Denzel Perryman,191.75,LAC,26,MLB,42,35,2,17,0,4.25,4,1,0,1,0,0,4.0,233,175,58,18,6,0,2018
1132,Denzel Ward,203.0,CLE,24,LCB,52,51,10,190,2,46.5,50,2,0,3,29,0,0.5,186,151,35,8,4,0,2021
1133,Deon Anderson,806.0,DAL,26,FB,38,18,0,0,0,0.0,0,0,0,0,0,0,0.0,21,14,7,0,0,0,2009
1134,Deon Bush,633.25,CHI,26,DB,54,8,0,0,0,0.0,3,1,0,0,0,0,1.0,44,37,7,1,1,0,2019
1135,Deon Butler,834.0,SEA,23,WR,16,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,2009
1136,Deon Dyer,1013.33,MIA,25,FB,45,1,0,0,0,0.0,0,0,0,1,0,0,0.0,2,2,0,0,0,0,2002
1137,Deon Grant,115.67,CAR,24,FS,48,48,11,137,0,26.0,41,1,0,2,0,0,2.0,216,178,38,7,0,0,2003
1138,Deon Simon,570.0,NYJ,26,NT,16,1,0,0,0,0.0,0,0,0,0,0,0,1.5,23,12,11,2,2,0,2016
1139,Deone Bucannon,46.5,ARI,25,LILB,57,50,2,78,1,19.5,12,6,0,4,0,0,6.0,368,283,85,26,12,0,2017
1140,Derek Anderson,1116.5,CLE,25,QB,26,24,0,0,0,0.0,0,0,14,3,-16,0,0.0,0,0,0,0,0,0,2008
1141,Derek Barnett,432.25,PHI,24,LDE,48,30,0,0,0,0.0,0,3,0,3,23,1,19.5,101,75,26,29,65,0,2020
1142,Derek Carr,1152.0,OAK,26,QB,47,47,0,0,0,0.0,0,0,28,7,-45,0,0.0,0,0,0,0,0,0,2017
1143,Derek Combs,802.0,GNB,24,DB,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,8,8,0,0,0,0,2003
1144,Derek Cox,229.5,JAX,26,RCB,47,45,12,38,0,9.0,32,1,1,1,5,0,0.0,203,170,33,4,0,0,2012
1145,Derek Fine,1189.0,BUF,26,TE,8,6,0,0,0,0.0,0,0,0,1,0,0,0.0,3,0,3,0,0,0,2009
1146,Derek Hagan,861.33,NYG,25,WR,48,1,0,0,0,0.0,0,0,0,2,0,0,0.0,19,13,6,0,0,0,2009
1147,Derek Landri,582.25,CAR,27,RDT,51,16,0,0,0,0.0,2,0,0,1,0,0,6.0,82,60,22,19,14,0,2010
1148,Derek Pagel,772.5,NYJ,25,DB,19,0,0,0,0,0.0,0,0,0,0,0,0,0.0,15,13,2,0,0,0,2004
1149,Derek Rivers,954.5,2TM,26,DE,19,0,0,0,0,0.0,0,0,0,0,0,0,2.5,7,4,3,3,6,0,2020
1150,Derek Ross,486.33,MIN,24,DB,33,9,6,17,0,4.0,12,1,2,0,0,0,0.0,84,75,9,2,0,0,2004
1151,Derek Schouman,1287.0,BUF,23,TE,16,12,0,0,0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,2008
1152,Derek Sherrod,1290.0,GNB,25,T,8,1,0,0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2014
1153,Derek Stanley,1096.0,STL,23,WR,13,0,0,0,0,0.0,0,0,3,0,0,0,0.0,2,2,0,0,0,0,2008
1154,Derek Watt,762.75,LAC,27,RB,64,13,0,0,0,0.0,0,0,0,0,0,0,0.0,35,26,9,0,0,0,2019
1155,Derek Wolfe,390.75,DEN,25,LDE,55,55,0,0,0,0.0,4,0,0,1,1,0,17.0,140,96,44,25,34,0,2015
1156,Derrek Tuszka,739.67,2TM,26,OLB,39,1,0,0,0,0.0,0,1,0,0,0,0,2.0,40,21,19,2,2,0,2022
1157,Derrick Blaylock,755.33,KAN,25,RB,40,5,0,0,0,0.0,0,0,1,0,0,0,0.0,18,18,0,0,0,0,2004
1158,Derrick Brown,323.0,CAR,24,DT,49,46,1,0,0,0.0,15,0,0,0,0,0,6.0,142,78,64,21,33,0,2022
