Player,Rk,Tm,Age,Pos,G,GS,Intcpt,IntYds,IntTD,Lng,PD,FF,Fmb,FR,FumYds,FumTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year
Nathan Vasher,402.5,CHI,26,DB,50,37,17,367,2,39.5,35,2,0,1,12,0,1.0,137,114,23,2,2,0,2007
Nedu Ndukwe,199.75,CIN,25,FS,53,31,6,65,0,16.25,18,2,0,3,69,2,7.5,258,182,76,11,18,0,2010
Nevin Lawson,399.25,DET,26,RCB,48,40,0,0,0,0.0,20,1,0,1,44,1,0.0,152,129,23,0,1,0,2017
Nick Collins,123.0,GNB,25,FS,61,61,11,363,4,29.25,42,5,0,0,0,0,0.0,286,233,53,7,2,0,2008
Nick Schommer,922.0,TEN,24,DB,13,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,0,0,0,1,2010
Nnamdi Asomugha,255.0,OAK,25,LCB,62,39,8,59,1,6.0,36,1,0,1,0,0,2.0,184,160,24,6,0,0,2006
Nolan Carroll,384.0,MIA,26,RCB,58,26,5,25,0,6.25,23,1,0,0,0,0,3.0,135,120,15,4,2,0,2013
Norman LeJeune,1048.5,MIA,26,DB,7,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2006
O.J. Atogwe,212.75,STL,27,FS,60,48,17,266,1,36.0,28,11,0,6,75,1,2.0,247,219,28,3,2,0,2008
Omar Bolden,611.5,DEN,27,DB,56,1,0,0,0,0.0,1,0,2,2,0,0,0.0,51,42,9,0,0,0,2015
Omare Lowe,784.0,ATL,27,DB,18,1,0,0,0,0.0,1,0,0,0,0,0,0.0,21,19,2,0,0,0,2005
Orlando Scandrick,212.25,DAL,24,RCB,61,16,3,40,1,10.0,27,1,0,1,15,0,6.5,182,166,16,13,9,0,2011
Pat Dennis,479.0,HOU,24,DB,30,13,1,0,0,0.0,13,1,0,2,-5,0,0.0,97,87,10,3,0,0,2002
Pat Lee,771.33,GNB,27,DB,32,1,0,0,0,0.0,1,0,0,0,0,0,0.0,23,19,4,0,0,0,2011
Pat Watkins,417.75,DAL,27,DB,49,10,4,45,0,6.0,10,1,0,1,53,0,0.0,123,99,24,0,0,0,2009
Patrick Chung,244.5,NWE,25,FS,50,30,7,125,1,20.0,19,1,0,0,0,0,3.0,239,163,76,9,5,0,2012
Patrick Peterson,151.75,ARI,24,LCB,64,64,15,154,1,26.25,49,0,14,9,59,0,2.0,211,194,17,3,2,0,2014
Patrick Robinson,447.0,NOR,26,DB,44,27,7,130,1,31.0,35,1,0,0,0,0,1.0,141,118,23,7,3,0,2013
Perrish Cox,436.67,2TM,26,DB,42,9,1,15,0,5.0,16,2,2,0,0,0,0.0,83,79,4,2,0,0,2013
Pete Hunter,533.33,DAL,24,DB,30,6,3,18,0,6.0,9,0,0,2,0,0,1.0,62,56,6,3,0,0,2004
Phillip Adams,556.5,OAK,25,DB,53,4,3,0,0,0.0,8,0,3,1,26,0,0.0,66,55,11,1,1,0,2013
Phillip Buchanon,302.5,HOU,25,LCB,46,32,11,326,4,46.75,28,2,9,8,0,0,0.0,159,142,17,6,0,0,2005
Phillip Gaines,432.25,KAN,26,DB,41,16,1,0,0,0.0,14,2,0,0,0,0,0.0,100,90,10,7,2,0,2017
Phillip Thomas,448.0,WAS,25,DB,8,4,0,0,0,0.0,0,0,0,1,2,0,0.0,27,19,8,0,0,0,2014
Pierre Desir,551.75,IND,27,RCB,33,13,1,0,0,0.0,15,0,0,0,0,0,0.0,81,63,18,0,0,0,2017
Prince Amukamara,245.75,NYG,25,RCB,44,35,6,62,0,8.5,33,2,0,1,0,0,0.0,198,170,28,5,0,0,2014
Quentin Jammer,120.25,SDG,26,LCB,62,52,6,32,0,8.0,52,1,0,1,2,0,0.0,274,230,44,5,0,0,2005
Quintin Demps,666.75,HOU,26,DB,36,0,3,59,0,13.5,8,1,1,0,0,0,1.0,56,46,10,1,2,0,2011
Quinton Carter,516.0,DEN,26,DB,30,10,0,0,0,0.0,1,1,0,0,0,0,2.0,78,63,15,2,2,0,2014
R.J. Stanford,639.0,MIA,25,DB,41,0,1,53,0,17.67,1,0,0,0,0,0,0.0,39,30,9,2,0,0,2013
Rahim Moore,205.5,DEN,24,FS,57,48,8,95,0,19.5,19,1,0,3,0,0,1.0,197,170,27,5,1,0,2014
Ralph Brown,486.0,NYG,25,RCB,35,9,3,70,1,16.0,11,1,0,1,31,0,1.0,87,66,21,2,0,0,2003
Ramon Walker,610.33,HOU,26,DB,36,1,0,0,0,0.0,0,0,0,1,0,0,0.0,41,37,4,0,0,0,2005
Ramzee Robinson,716.0,2TM,25,DB,26,0,0,0,0,0.0,1,0,0,1,0,0,0.0,37,29,8,0,0,0,2009
Ras-I Dowling,903.0,OAK,26,DB,12,2,0,0,0,0.0,1,0,0,0,0,0,0.0,11,8,3,1,0,0,2014
Rashad Barksdale,696.0,KAN,23,DB,6,0,0,0,0,0.0,0,0,0,0,0,0,0.0,8,8,0,0,0,0,2007
Rashad Bauman,619.5,CIN,26,DB,43,4,2,1,0,0.25,8,0,0,0,0,0,0.0,57,50,7,1,0,0,2005
Rashad Holman,366.67,SFO,25,DB,46,1,2,20,0,6.67,5,0,0,0,0,0,0.0,102,89,13,1,0,0,2003
Rashad Johnson,378.25,ARI,26,DB,57,14,3,94,1,15.0,10,1,0,2,-1,0,0.0,135,105,30,2,0,0,2012
Rashad Washington,634.5,NYJ,27,DB,47,0,0,0,0,0.0,2,0,0,0,0,0,1.5,80,54,26,1,1,0,2007
Rashard Anderson,312.5,CAR,24,LCB,27,9,1,0,0,0.0,6,1,0,3,97,1,0.0,75,68,7,1,0,0,2001
Rashean Mathis,106.75,JAX,26,LCB,64,64,20,267,1,29.25,67,1,0,2,0,0,0.0,277,241,36,9,0,0,2006
Rashidi Barnes,515.0,CLE,22,DB,14,0,0,0,0,0.0,0,0,0,0,0,0,0.0,21,15,6,0,0,0,2000
Raymond Walls,791.75,BAL,25,DB,34,1,1,0,0,0.0,5,0,0,1,0,0,0.0,39,33,6,1,0,0,2004
Reed Doughty,383.25,WAS,27,SS,45,16,1,13,0,3.25,6,0,0,1,0,0,2.5,177,133,44,7,3,0,2009
Reggie Austin,697.0,CHI,25,DB,18,4,2,0,0,0.0,5,0,0,0,0,0,0.0,23,18,5,0,0,0,2002
Reggie Corner,469.75,BUF,28,DB,55,13,2,4,0,1.0,21,1,0,1,-2,0,1.0,119,95,24,4,1,0,2011
Reggie Nelson,160.75,CIN,27,SS,61,48,9,139,0,23.25,27,3,2,1,0,0,1.0,242,205,37,2,7,0,2010
Reggie Smith,635.75,SFO,25,DB,45,7,2,31,0,7.75,7,0,2,2,0,0,0.0,65,60,5,2,2,0,2011
Renaldo Hill,237.0,ARI,26,LCB,55,32,8,125,1,18.75,31,2,0,2,0,0,4.5,200,171,29,13,0,0,2004
Reshad Jones,172.0,MIA,25,FS,60,46,7,54,1,10.25,19,2,1,3,24,0,5.5,289,224,65,12,11,0,2013
Reynaldo Hill,507.5,TEN,26,DB,48,26,6,108,1,15.75,16,1,0,1,0,0,0.0,133,99,34,5,7,0,2008
Ricardo Allen,110.0,ATL,26,SS,46,45,6,20,0,6.67,10,0,0,1,0,0,1.0,213,159,54,1,1,0,2017
Ricardo Colclough,697.0,PIT,24,DB,36,0,1,14,0,3.5,5,2,5,0,0,0,2.5,64,51,13,1,0,0,2007
Rich Gardner,698.0,TEN,24,DB,28,1,1,-1,0,-0.5,1,0,2,0,0,0,0.0,24,18,6,0,0,0,2005
Richard Crawford,528.0,WAS,22,DB,10,0,1,12,0,12.0,2,0,0,1,10,0,0.0,18,13,5,0,1,0,2012
Richard Marshall,51.0,CAR,25,RCB,64,30,11,224,2,35.5,39,2,1,8,25,0,4.0,333,291,42,17,6,0,2009
Richard Sherman,166.0,SEA,26,LCB,64,58,24,308,2,43.25,65,5,2,3,0,0,1.0,225,184,41,2,2,0,2014
Ricky Manning,207.25,CHI,26,RCB,63,32,14,212,2,30.25,32,4,1,6,11,1,2.0,221,183,38,8,0,0,2006
Robert Alford,241.0,ATL,28,LCB,57,45,9,131,2,27.5,54,1,1,2,-5,0,0.0,185,147,38,4,1,0,2016
Robert Bean,511.0,JAX,24,DB,32,8,1,0,0,0.0,12,1,0,1,10,0,0.0,75,67,8,4,0,0,2002
Robert Blanton,293.5,MIN,26,DB,60,17,1,1,0,0.25,5,0,0,1,0,0,0.0,214,148,66,0,0,0,2015
Robert Carswell,554.0,SDG,23,DB,16,0,0,0,0,0.0,0,0,0,1,0,0,0.0,17,14,3,0,0,0,2001
Robert Johnson,516.0,TEN,25,DB,12,3,1,2,0,2.0,1,0,0,0,0,0,0.0,20,14,6,3,0,0,2012
Robert McClain,265.0,ATL,25,RCB,47,11,1,32,0,10.67,16,2,1,4,28,0,1.0,142,122,20,3,5,0,2013
Roc Carmichael,582.0,PHI,25,DB,19,2,0,0,0,0.0,5,0,0,0,0,0,0.0,25,22,3,0,0,0,2013
